Operational Profile,DURAÇÃO,EngineLoad,PotenciaMaxima,EnginesRunning,Speed,DraftBow,DraftStern,BEAUFORT,MDO,MDOPred
Eco Transit,0.04,0.27,626.4,2,6.51983333,2.567,4.22541667,5.1,0.020469,0.511725
Transit,0.023888889,0.35,812,2,9.28755814,2.561,3.83833721,4,0.018401,0.770274419
Eco Transit,0.082777778,0.34,788.8,2,7.15927517,4.69618121,4.1285906,4,0.061128,0.73845906
Eco Transit,0.609722222,0.21,487.2,2,5.74825057,4.73622779,3.97930752,4,0.239238,0.392372118
Eco Transit,0.028888889,0.32,742.4,2,8.95893262,2.60940785,4.11577985,3.4,0.019391,0.671226923
Transit,0.014444444,0.29,672.8,2,9.02507692,4.529,3.87617308,5.9,0.008552,0.592061538
Eco Transit,0.056666667,0.22,510.4,2,4.48755882,4.637,4.56017647,5.1,0.02368299,0.417935118
Eco Transit,0.085555556,0.19,440.8,2,4.102539,4.471634,3.388962,5.5,0.028835,0.337032468
Transit,0.038333333,0.32,742.4,2,9.068471,2.593441,4.230651,4.8,0.026039,0.679278261
Transit,0.314444444,0.34,788.8,2,9.2402659,4.60367049,3.94297438,4.3,0.237022,0.753780212
Eco Transit,0.263333333,0.29,672.8,2,7.77426371,4.25289873,4.26224895,2.8,0.16102699,0.611494899
Eco Transit,0.021111111,0.21,487.2,2,6.76152632,4.44901316,3.63198684,4.4,0.007989,0.378426316
Eco Transit,0.364166667,0.23,533.6,2,5.8273852,4.44015789,4.5351823,4.6,0.154326,0.42377849
Eco Transit,0.011111111,0.32,742.4,2,8.892,4.288,4.281,4.9,0.007778,0.70002
Transit,0.026944444,0.36,835.2,2,9.17417526,4.6218866,4.00424742,4,0.021028,0.780420619
Eco Transit,0.013611111,0.32,742.4,2,8.95053061,2.485,4.80993878,5.5,0.00933599,0.685909469
Eco Transit,0.005833333,0.31,719.2,2,8.891619,2.515117,4.559562,3.2,0.003876,0.664457143
Eco Transit,0.025,0.36,835.2,2,8.89655556,2.565,3.84061111,4,0.01962701,0.7850804
Transit,0.074444444,0.3,696,2,10.91526866,4.44504478,4.77625373,2.4,0.04886399,0.656381955
Eco Transit,0.070833333,0.19,440.8,2,4.04253333,4.70972157,4.11965882,4,0.022308,0.314936471
Eco Transit,0.032777778,0.33,765.6,2,8.91333898,4.559,4.06101695,5.1,0.024158,0.737023729
Eco Transit,0.734722222,0.24,556.8,2,5.66645936,4.71038147,4.28215085,4.1,0.343229,0.467154783
Eco Transit,0.013611111,0.23,533.6,2,4.5032449,4.657,3.89963265,3.5,0.006348,0.466383673
Eco Transit,0.118611111,0.23,533.6,2,4.77402576,4.52039344,3.75849415,5.9,0.052274,0.440717564
Transit,0.978888889,0.33,765.6,2,9.75172191,2.45355051,4.60511237,5.4,0.704938,0.720140976
Transit,3.091944444,0.34,788.8,2,10.39274522,4.61031498,4.12738388,3,2.339875,0.756764891
Eco Transit,0.793888889,0.2,464,2,5.83613786,4.51927572,3.99297341,3.6,0.284071,0.357822113
Fast Transit,0.869722222,0.36,835.2,2,11.20538454,4.62466113,4.02390514,3.3,0.70363,0.809028425
Transit,0.010555556,0.37,858.4,2,10.79452632,4.516,4.38242105,3.2,0.008447,0.800242105
Fast Transit,0.004444444,0.35,812,2,11.214,4.518,4.386,3.2,0.003534,0.79515
Eco Transit,0.018333333,0.28,649.6,2,8.855424,4.754189,4.519622,5.5,0.010093,0.550527273
Transit,0.486666667,0.37,858.4,2,9.27009075,4.67022089,4.09809247,4,0.389169,0.799662329
Eco Transit,0.004722222,0.29,672.8,2,8.933,4.495,3.84,5.9,0.002801,0.593152941
Eco Transit,0.189444444,0.34,788.8,2,8.87361584,2.53758358,4.23137537,5.5,0.137172,0.724075073
Eco Transit,0.0175,0.21,487.2,2,6.154762,2.546315,4.435617,5.1,0.006799,0.388514286
Eco Transit,0.316944444,0.23,533.6,2,5.36760736,4.90586065,3.97265995,2.8,0.137929,0.435183523
Eco Transit,0.032222222,0.34,788.8,2,8.73227586,2.561,4.01075862,4,0.02419701,0.75094169
Eco Transit,1.282222222,0.34,788.8,1.9965338,8.34762565,2.52240836,4.23408557,5.5,0.92710699,0.723047046
Eco Transit,0.018333333,0.29,672.8,2,8.88436364,4.47,3.827,2.9,0.010818,0.590072727
Eco Transit,0.01,0.32,742.4,2,8.98202778,2.469,4.676,5.5,0.006828,0.6828
Eco Transit,0.045,0.29,672.8,2,7.10409259,4.63154321,3.80180247,3.5,0.027195,0.604333333
Eco Transit,0.006388889,0.2,464,2,4.17321739,4.665,4.709,3.7,0.002116,0.3312
Eco Transit,0.069166667,0.33,765.6,2,8.93253012,2.532,4.26213253,5.5,0.049681,0.718279518
Eco Transit,0.0375,0.36,835.2,2,8.979822,4.620329,3.966785,3.5,0.029807,0.794853333
Transit,0.008888889,0.33,765.6,2,9.104375,4.235,4.213,2.8,0.006187,0.6960375
Transit,4.534166667,0.35,812,2,10.32431446,4.49924689,4.37982895,3.9,3.651963,0.805432016
Eco Transit,0.020277778,0.29,672.8,2,8.95217808,4.46621918,3.82121918,2.9,0.01186699,0.585221425
Fast Transit,0.030555556,0.35,812,2,10.98367273,4.414,4.448,3.1,0.023054,0.754494545
Transit,0.013055556,0.32,742.4,2,10.98514894,2.6183617,3.874,4.6,0.009056,0.693651064
Eco Transit,0.041666667,0.21,487.2,2,5.66741333,4.51241333,3.69959333,3.5,0.016527,0.396648
Transit,0.016111111,0.33,765.6,2,9.03736207,2.527,4.228,5.5,0.011607,0.720434483
Eco Transit,0.004444444,0.32,742.4,2,8.61,4.514,3.686,3.5,0.003152,0.7092
Eco Transit,0.011666667,0.32,742.4,2,8.895952,2.594803,4.326496,4.6,0.007927,0.679457143
Eco Transit,0.363888889,0.23,533.6,2,5.46919389,4.5535771,4.20132061,3.5,0.160873,0.44209374
Transit,0.0825,0.36,835.2,2,9.36244444,4.58158249,4.91677441,3.8,0.06407,0.776606061
Transit,0.046944444,0.31,719.2,2,9.08802959,2.47591716,4.709,5.5,0.031725,0.675798817
Fast Transit,0.003333333,0.35,812,2,11.183,4.516,4.383,3.2,0.002658,0.7974
Transit,0.062777778,0.32,742.4,2,9.19497345,4.47126549,3.86834513,3.9,0.044123,0.702844248
Eco Transit,0.006944444,0.28,649.6,2,8.90796,4.741904,4.523896,5.5,0.003838,0.552672
Eco Transit,0.095833333,0.24,556.8,2,6.34998551,4.73130435,3.83733333,3.3,0.045592,0.475742609
Eco Transit,0.024444444,0.33,765.6,2,8.83786364,2.545,4.23892045,5.5,0.017592,0.719672727
Eco Transit,0.191388889,0.36,835.2,2,8.69753266,2.56530479,3.83008273,4,0.151287,0.790469086
Transit,0.029166667,0.35,812,2,10.92990476,4.61238095,4.644,3.8,0.022122,0.758468571
Transit,0.029722222,0.35,812,2,9.219664,2.603301,4.541808,5.2,0.022966,0.77268785
Transit,0.251388889,0.33,765.6,2,9.20563646,2.55135249,4.24460994,5.5,0.179371,0.71352
Eco Transit,0.894722222,0.19,440.8,2,4.531418,4.480537,3.527767,4.6,0.290518,0.324701894
Fast Transit,0.007777778,0.31,719.2,2,11.04014286,2.558,3.78457143,5.9,0.005065,0.651214286
Eco Transit,0.395277778,0.23,533.6,2,5.82559171,4.72492481,4.13912439,3.6,0.172759,0.437057203
Eco Transit,0.016111111,0.33,765.6,2,8.89282759,4.45763793,3.868,3.9,0.011559,0.717455172
Transit,0.044166667,0.32,742.4,2,9.054704,2.564838,4.472676,5.1,0.030873,0.699011321
Transit,0.005833333,0.31,719.2,2,10.967,4.41,4.815,2.4,0.003981,0.682457143
Transit,10.83861111,0.33,765.6,2,10.21780038,4.44182839,4.80931262,2.8,7.78023001,0.717825368
Transit,0.076111111,0.35,812,2,9.055533,4.541866,3.903228,3.5,0.058993,0.775090511
Eco Transit,0.003333333,0.2,464,2,4.007,4.647,3.904,5,0.00114,0.342
Eco Transit,0.0175,0.36,835.2,2,8.83244444,2.564,3.83392063,4,0.01371699,0.783828
Eco Transit,0.314444444,0.23,533.6,2,5.61415499,4.476163,3.66013424,3.5,0.131772,0.419062898
Transit,0.010277778,0.29,672.8,2,8.918,4.555,3.70540541,3.5,0.006473,0.629805405
Eco Transit,0.009444444,0.19,440.8,2,4.12185294,4.676,4.736,3.7,0.003,0.317647059
Fast Transit,0.005,0.32,742.4,2,10.995,4.641,4.149,4.7,0.003467,0.6934
Eco Transit,0.051944444,0.22,510.4,2,4.44506417,4.603,3.91447594,2.8,0.022758,0.438121925
Eco Transit,0.433611111,0.33,765.6,2,8.46378475,4.68057783,4.24226201,4.1,0.31242901,0.720528146
Eco Transit,0.011388889,0.37,858.4,2,8.897,4.651,4.067,4,0.00913999,0.802535707
Fast Transit,0.031388889,0.31,719.2,2,11.08262832,4.436,4.79083186,2.4,0.021217,0.675939823
Fast Transit,0.003055556,0.32,742.4,2,11.053,4.422,4.818,2.4,0.00219,0.716727273
Eco Transit,0.057222222,0.19,440.8,2,4.18567961,4.7111068,4.10446602,4,0.017944,0.313584466
Eco Transit,0.0875,0.22,510.4,2,4.21492063,4.5618127,3.80186349,5.2,0.034583,0.395234286
Fast Transit,0.050277778,0.35,812,2,11.0311326,4.64374033,4.05918785,3.3,0.039786,0.791323757
Transit,0.101388889,0.35,812,2,9.28780822,2.56181918,3.83153425,4,0.07821701,0.771455441
Eco Transit,0.13,0.29,672.8,2,7.92212,2.506732,4.235226,2.9,0.08057,0.619769231
Eco Transit,0.411666667,0.27,626.4,2,7.44679307,4.77430473,4.25554865,3,0.225147,0.546915789
Eco Transit,0.016944444,0.23,533.6,2,4.21870492,4.667,4.728,3.7,0.007527,0.444216393
Transit,0.058055556,0.33,765.6,2,9.13473684,2.53,4.23981818,5.5,0.041722,0.718656459
Eco Transit,0.188888889,0.26,603.2,2,7.51681471,4.60924706,3.89262647,4.3,0.10159299,0.537845241
Eco Transit,0.096111111,0.19,440.8,2,4.280292,4.750132,4.21921,4,0.032025,0.333208092
Eco Transit,0.026111111,0.37,858.4,2,8.76689362,4.63247872,4.03635106,4,0.020976,0.80333617
Eco Transit,8.937777778,0.22,510.4,2,6.76561813,4.44644279,3.63683513,3.5,3.58757501,0.401394519
Transit,0.297777778,0.32,742.4,2,9.47537127,4.51379104,3.6986903,3.5,0.208246,0.699333582
Eco Transit,0.035277778,0.22,510.4,2,6.460189,2.452474,4.65573,3.3,0.014064,0.398664567
Transit,0.064444444,0.36,835.2,2,9.15348707,4.87674138,4.69946983,4.1,0.05197001,0.80643119
Eco Transit,0.0125,0.22,510.4,2,4.15271111,4.534,3.97248889,5.4,0.004879,0.39032
Transit,0.091944444,0.35,812,2,9.32961934,2.562,3.85781571,4,0.071152,0.77385861
Transit,0.546388889,0.33,765.6,2,10.59008948,4.67100203,4.14255008,4.7,0.38827601,0.710622082
Transit,0.104722222,0.27,626.4,2,9.00786472,4.661,3.919,2.4,0.054273,0.518256764
Eco Transit,0.025,0.19,440.8,2,5.59293333,4.455,4.80476667,2.8,0.008318,0.33272
Fast Transit,0.007222222,0.31,719.2,2,11.022,2.633,4.059,4.6,0.004646,0.643292308
Eco Transit,0.005833333,0.33,765.6,2,8.941,2.572,4.418,4.1,0.004143,0.710228571
Eco Transit,0.043611111,0.32,742.4,2,8.85574522,4.22526752,4.255,2.8,0.02992101,0.686086854
Eco Transit,0.005277778,0.21,487.2,2,4.144,4.638,3.91,5,0.001919,0.3636
Eco Transit,0.218333333,0.34,788.8,2,8.55019466,4.69508779,3.42984478,3.3,0.169965,0.778465649
Transit,0.025833333,0.27,626.4,2,9.06067742,4.711,3.518,3.3,0.014674,0.568025806
Eco Transit,0.0525,0.36,835.2,2,8.86743915,4.88232804,4.70274074,4.1,0.042628,0.811961905
Transit,0.003055556,0.32,742.4,2,10.959,4.422,4.818,2.4,0.002154,0.704945455
Eco Transit,0.036666667,0.29,672.8,2,8.73690909,4.45824242,3.81618182,2.9,0.021772,0.593781818
Eco Transit,0.058888889,0.32,742.4,2,7.3635283,4.75422642,3.7784717,3.9,0.040344,0.685086792
Transit,0.318333333,0.33,765.6,2,9.30448953,4.61550698,3.87786824,4.3,0.23775701,0.74688066
Transit,0.041388889,0.36,835.2,2,10.37371812,4.48097987,3.63697987,2.8,0.03216199,0.777068215
Eco Transit,0.015833333,0.35,812,2,8.918035,4.542072,3.901754,3.5,0.012321,0.778168421
Eco Transit,0.023055556,0.23,533.6,2,4.30415663,2.533,3.67740964,4.8,0.009953,0.431696386
Eco Transit,0.019722222,0.21,487.2,2,4.54721127,4.71229577,4.12759155,4,0.007087,0.359340845
Eco Transit,0.098888889,0.29,672.8,2,8.79943258,4.4523427,3.8514073,2.9,0.057238,0.578811236
Eco Transit,0.019166667,0.33,765.6,2,8.85204348,2.575,4.547,5.1,0.01368101,0.713791826
Eco Transit,0.006111111,0.19,440.8,2,4.164,4.594,3.927,5.9,0.002309,0.377836364
Eco Transit,0.034444444,0.36,835.2,2,8.89056452,4.6161129,4.012,4,0.02714399,0.788051323
Transit,0.063333333,0.35,812,2,9.35973684,2.567,3.89538158,4,0.04853899,0.766405105
Eco Transit,0.030555556,0.31,719.2,2,8.97089091,2.564,4.49252727,5,0.02009702,0.657720655
Eco Transit,0.019722222,0.19,440.8,2,6.23361972,2.534,4.43652113,4.1,0.00654199,0.331706535
Eco Transit,0.067777778,0.28,649.6,2,7.123697,4.695181,4.022466,3.5,0.038938,0.574495082
Eco Transit,0.025555556,0.21,487.2,2,6.229196,2.551074,4.604182,5.2,0.009036,0.353582609
Transit,0.151944444,0.34,788.8,2,9.25195064,4.63905667,3.88735832,4.3,0.115299,0.7588234
Fast Transit,0.028611111,0.35,812,2,11.01015534,4.60974757,4.203,3,0.022435,0.784135922
Eco Transit,0.039166667,0.36,835.2,2,8.64402837,2.563,3.83702837,4,0.031058,0.792970213
Transit,0.025277778,0.36,835.2,2,8.94904396,4.61991209,4.01017582,4,0.019782,0.782584615
Transit,0.586666667,0.35,812,2,10.7661804,4.61427983,4.64167472,3.8,0.445184,0.758836364
Fast Transit,0.01,0.35,812,2,11.00477778,4.652,4.06377778,3.3,0.007929,0.7929
Eco Transit,0.058055556,0.24,556.8,2,4.57444975,4.73193939,4.57612208,4.5,0.026348,0.453841148
Transit,0.01,0.3,696,2,9.067194,2.51529,4.56005,3.2,0.006631,0.6631
Eco Transit,0.012222222,0.31,719.2,2,8.87254545,4.6,4.001,4,0.00758,0.620181818
Eco Transit,0.049166667,0.34,788.8,2,8.9509096,2.53015819,4.24,5.5,0.035512,0.722277966
Eco Transit,0.163055556,0.24,556.8,2,5.75821635,4.79948041,4.06840545,4.8,0.07482,0.45886201
Transit,0.651944444,0.34,788.8,2,9.426863,4.658524,3.996637,3.5,0.487456,0.747695611
Eco Transit,0.219166667,0.24,556.8,2,4.57814829,4.52361217,3.79268441,5.9,0.097947,0.446906464
Eco Transit,0.071944444,0.3,696,2,7.70359459,4.64535135,4.77188031,3,0.043807,0.608900386
Transit,0.110277778,0.33,765.6,2,9.40737783,4.6124005,3.89412594,4.3,0.082043,0.743966751
Eco Transit,1.182777778,0.26,603.2,2,7.09110803,4.68680695,4.06135463,5.1,0.599001,0.506435791
Transit,0.020833333,0.36,835.2,2,9.04233333,2.56566667,3.84,4,0.016278,0.781344
Eco Transit,0.014166667,0.37,858.4,2,8.68113725,4.64962745,4.07062745,4,0.011475,0.81
Transit,0.008611111,0.35,812,2,9.31903226,2.5663871,3.8926129,4,0.006586,0.764825806
Eco Transit,0.008611111,0.21,487.2,2,4.158,4.516,4.058,3.6,0.003218,0.373703226
Eco Transit,0.102222222,0.34,788.8,2,8.60580435,4.69059783,3.41618478,3.3,0.079365,0.776396739
Transit,0.091944444,0.3,696,2,10.953532,2.582117,4.350752,4.5,0.059314,0.645106949
Transit,0.007222222,0.29,672.8,2,9.08415385,4.529,3.875,5.9,0.004381,0.6066
Transit,0.200555556,0.33,765.6,2,9.27765097,2.5648338,4.24583934,5.5,0.141416,0.70512133
Transit,9.373333333,0.35,812,2,9.95096174,4.5922067,4.68104223,3.8,7.14153899,0.761899608
Fast Transit,0.003333333,0.35,812,2,11.116,4.379,3.828,3.1,0.0026,0.78
Transit,0.011111111,0.31,719.2,2,10.950575,2.556,3.785,5.9,0.007217,0.64953
Transit,0.060833333,0.36,835.2,2,9.04760731,4.60512785,3.98539269,4,0.047685,0.783863014
Transit,0.087777778,0.31,719.2,2,10.50791772,4.58947468,4.24647468,2.8,0.057893,0.659540506
Eco Transit,0.028888889,0.24,556.8,2,4.95743269,4.49457692,3.757,4.4,0.01359899,0.470734269
Transit,0.005555556,0.33,765.6,2,9.077,2.525,4.239,5.5,0.004,0.72
Fast Transit,0.036388889,0.32,742.4,2,11.06353435,2.618,3.87368702,4.6,0.025125,0.690458015
Eco Transit,0.050833333,0.24,556.8,2,7.019508,2.530409,4.381144,2.7,0.023815,0.468491803
Eco Transit,0.079722222,0.36,835.2,2,8.82895122,4.60927875,4.00027875,4,0.06295,0.789616725
Fast Transit,0.018333333,0.31,719.2,2,11.05636364,4.41,4.81198485,2.4,0.012389,0.675763636
Eco Transit,0.031666667,0.35,812,2,8.749,4.447,4.1565,5.4,0.023824,0.752336842
Eco Transit,0.417222222,0.25,580,2,6.22752463,4.85689081,4.81702663,3.6,0.206509,0.494961651
Transit,0.138611111,0.34,788.8,2,9.27682766,4.45633868,4.15116433,5.4,0.102225,0.73749499
Eco Transit,0.720277778,0.24,556.8,2,6.67837717,4.66131006,4.36915118,2.2,0.34137399,0.473947691
Eco Transit,0.204166667,0.25,580,2,6.51912953,2.65173545,4.44496622,3.3,0.100054,0.490060408
Transit,0.131111111,0.36,835.2,2,9.30717797,4.65405932,4.07863559,4,0.103659,0.790619492
Transit,0.116111111,0.29,672.8,2,9.14874641,4.49897129,3.83652871,5.9,0.06816999,0.587109962
Eco Transit,0.041666667,0.19,440.8,2,4.25094667,4.56152667,4.20732667,5.5,0.013146,0.315504
Fast Transit,0.015555556,0.3,696,2,11.02410714,4.495,3.72669643,5.4,0.00992,0.637714286
Eco Transit,0.003055556,0.22,510.4,2,4.305,4.676,4.248,5.5,0.001204,0.394036364
Transit,0.204722222,0.3,696,2,10.28706784,4.52157395,4.30752782,1.8,0.12426601,0.606998149
Eco Transit,0.0125,0.36,835.2,2,8.85,2.56,3.82326667,4,0.00983801,0.7870408
Eco Transit,0.028611111,0.37,858.4,2,8.61841748,4.58273786,4.92039806,3.8,0.02293801,0.801716854
Eco Transit,0.043333333,0.28,649.6,2,7.14564744,4.571,4.05772436,4.3,0.02499498,0.576807231
Eco Transit,0.071944444,0.36,835.2,2,8.88259459,2.56623552,3.83350965,4,0.056245,0.781783784
Eco Transit,0.007222222,0.36,835.2,2,8.83576923,2.559,3.821,4,0.005706,0.790061538
Fast Transit,0.012777778,0.32,742.4,2,10.99756522,2.62,3.874,4.6,0.00882299,0.69049487
Fast Transit,0.049444444,0.35,812,2,11.0382809,4.63908989,4.05679775,3.3,0.03926901,0.794204697
Eco Transit,0.019444444,0.31,719.2,2,8.9081,2.515426,4.562107,3.2,0.013172,0.677417143
Eco Transit,0.594722222,0.21,487.2,2,5.4522354,4.55947781,4.43877487,3.2,0.212847,0.357893134
Eco Transit,0.005555556,0.33,765.6,2,8.9444,4.2246,4.237,2.8,0.003911,0.70398
Transit,0.912222222,0.34,788.8,2,9.66020554,4.5886078,4.75987393,3,0.66726,0.731466504
Transit,0.006666667,0.29,672.8,2,9.339,4.541,3.902,5.9,0.003974,0.5961
Transit,0.019166667,0.33,765.6,2,11.01113043,2.564,4.14472464,5.1,0.01384201,0.722191826
Transit,0.171944444,0.35,812,2,9.46257835,2.565,3.86566397,4,0.13318901,0.774604905
Transit,0.6175,0.35,812,2,9.4235668,2.44897031,4.57646964,5.5,0.473171,0.766268826
Eco Transit,0.268611111,0.28,649.6,2,8.21641882,4.7674302,4.49423681,2.2,0.156559,0.582846329
Transit,0.043333333,0.3,696,2,10.992788,2.58019,4.36492,4.5,0.027931,0.644561538
Transit,9.8125,0.33,765.6,2,10.02418853,4.5449138,4.10975839,4.7,7.091821,0.72273335
Eco Transit,0.048055556,0.3,696,2,6.75695376,4.55395954,4.1822659,3.5,0.03130699,0.651474936
Transit,0.704444444,0.33,765.6,2,9.24128746,4.60507137,3.91363801,4.3,0.524419,0.744443375
Eco Transit,0.579166667,0.28,649.6,2,7.00146379,2.53741103,4.55771319,5.5,0.324827,0.560852374
Transit,0.023333333,0.33,765.6,2,9.05995238,4.67216667,4.03495238,4.4,0.016789,0.719528571
Transit,0.025833333,0.31,719.2,2,9.05103226,2.479,4.7286129,5.5,0.01756799,0.680051226
Transit,0.034444444,0.28,649.6,2,10.95635484,2.58752419,4.58695968,5.1,0.01996999,0.579773903
Transit,0.045555556,0.32,742.4,2,9.193793,2.549264,4.437824,5.1,0.031813,0.698334146
Transit,0.011666667,0.32,742.4,2,9.078,4.234,4.283,2.8,0.007973,0.6834
Transit,0.005833333,0.28,649.6,2,9.11628571,4.445,3.864,2.9,0.0033605,0.576085714
Transit,0.105833333,0.33,765.6,2,9.35567979,4.612,3.90561155,4.3,0.078878,0.745303937
Eco Transit,0.0175,0.34,788.8,2,8.91973016,4.604,3.95,4.3,0.013231,0.756057143
Transit,0.018611111,0.36,835.2,2,8.98959701,4.481,4.012,4.1,0.015078,0.810161194
Eco Transit,0.713888889,0.22,510.4,2,6.34450895,4.41349494,3.87451245,3.1,0.293879,0.4116593
Eco Transit,0.0075,0.27,626.4,2,8.985,4.661,3.919,2.4,0.003858,0.5144
Fast Transit,0.006944444,0.35,812,2,11.02216,4.67056,4.079,3.3,0.00556,0.80064
Eco Transit,0.104444444,0.33,765.6,2,8.76559,2.567882,4.481295,5.1,0.074073,0.709209574
Eco Transit,0.115555556,0.36,835.2,2,8.83675,4.61138702,3.99780048,4,0.091553,0.792285577
Eco Transit,0.015277778,0.19,440.8,2,4.163855,4.472884,3.492284,5.5,0.004857,0.317912727
Eco Transit,0.047777778,0.33,765.6,2,8.91439535,4.28730233,4.27634884,4.9,0.03341699,0.699425372
Transit,2.896944444,0.3,696,2,9.96833733,2.59817379,4.32663344,4.5,1.887646,0.651598964
Eco Transit,0.047777778,0.32,742.4,2,8.90375581,2.477,4.72148256,5.5,0.032825,0.687034884
Transit,0.534444444,0.35,812,2,9.3508824,2.60657562,4.54589533,5.2,0.411188,0.769374636
Eco Transit,0.046944444,0.22,510.4,2,4.63324852,4.93659763,5.081,2.5,0.019749,0.420688757
Eco Transit,4.886666667,0.23,533.6,2,6.780162,4.48043292,3.89876671,2.9,2.071184,0.423843929
Eco Transit,0.003611111,0.22,510.4,2,4.046,2.636,4.026,4.6,0.001547,0.4284
Fast Transit,0.013611111,0.34,788.8,2,11.05314286,4.47242857,4.535,3.1,0.010217,0.750636735
Transit,0.035,0.28,649.6,2,9.09357143,4.44990476,3.85519048,2.9,0.01991899,0.569114
Transit,0.013055556,0.35,812,2,9.07585106,4.628,4.037,4.3,0.00982,0.752170213
Transit,0.014166667,0.35,812,2,9.0452549,4.824,4.64937255,4.1,0.01116599,0.788187529
Eco Transit,0.017222222,0.22,510.4,2,4.06509677,4.661,3.94,2.4,0.007095,0.411967742
Fast Transit,0.015,0.29,672.8,2,11.06296296,2.587,4.583,5.1,0.008795,0.586333333
Transit,0.038888889,0.37,858.4,2,10.98942857,4.606,4.46328571,3.1,0.032837,0.84438
Eco Transit,0.0275,0.19,440.8,2,4.36851515,4.664,4.18172727,5.5,0.009277,0.337345455
Eco Transit,0.013888889,0.32,742.4,2,8.98376,2.542,4.454,4.1,0.00955999,0.68831928
Fast Transit,0.003333333,0.36,835.2,2,11.06,4.593,4.04,3.3,0.002726,0.8178
Eco Transit,0.179444444,0.33,765.6,2,8.2871517,4.5641517,4.14460681,5.1,0.129759,0.72311517
Transit,0.066666667,0.35,812,2,10.8766,4.61225,4.644,3.8,0.050776,0.76164
Transit,0.029444444,0.31,719.2,2,9.108368,2.585223,4.224119,3.4,0.019451,0.6606
Transit,0.145,0.31,719.2,2,9.177874,2.595724,4.299643,4.6,0.096674,0.666717241
Eco Transit,0.047222222,0.35,812,2,8.86467647,2.45138235,4.57494118,5.5,0.036718,0.777557647
Eco Transit,0.361666667,0.29,672.8,2,5.65477727,4.50504378,3.70802688,5.9,0.21414098,0.592094876
Fast Transit,0.024166667,0.35,812,2,11.03372414,4.432,4.461,3.1,0.018249,0.755131034
Eco Transit,0.236388889,0.25,580,2,7.06893302,4.65684136,3.93105053,5,0.115555,0.488834313
Transit,0.010277778,0.33,765.6,2,9.005,4.457,3.867,3.9,0.007316,0.711827027
Transit,0.024722222,0.36,835.2,2,9.05039326,2.567,3.8364382,4,0.019145,0.774404494
Transit,0.036111111,0.31,719.2,2,10.97619231,2.558,3.78853846,5.9,0.023732,0.657193846
Transit,0.008333333,0.32,742.4,2,8.992,4.249,4.255,2.8,0.005806,0.69672
Eco Transit,0.020833333,0.29,672.8,2,8.80668,4.529,3.87668,5.9,0.012493,0.599664
Eco Transit,0.143333333,0.32,742.4,2,8.894203,2.608199,4.103964,3.4,0.096136,0.670716279
Transit,0.0725,0.32,742.4,2,9.1448046,4.26997701,4.27241379,2.8,0.050239,0.692951724
Transit,4.068055556,0.32,742.4,2,10.01880403,4.6075029,3.84409696,2.8,2.932826,0.720940498
Eco Transit,0.0275,0.29,672.8,2,8.6829899,4.52280808,3.86340404,5.9,0.016537,0.601345455
Transit,10.6575,0.3,696,2,10.07332695,4.73631425,4.87753377,2.5,6.793629,0.637450528
Eco Transit,0.405277778,0.28,649.6,2,5.28273891,4.80223601,4.20146811,5.9,0.224947,0.555044003
Transit,0.050277778,0.32,742.4,2,10.96012155,2.62,3.87548066,4.6,0.034836,0.692870718
Eco Transit,0.048611111,0.23,533.6,2,4.78058857,4.563,5.013,2.4,0.021669,0.445762286
Eco Transit,0.015833333,0.32,742.4,2,8.99173684,4.23273684,4.23373684,2.8,0.011023,0.696189474
Transit,0.014444444,0.31,719.2,2,9.007788,2.515111,4.559901,3.2,0.009707,0.672023077
Fast Transit,0.009722222,0.3,696,2,11.001486,2.582587,4.349686,4.5,0.00622,0.639771429
Transit,0.029166667,0.32,742.4,2,9.19097143,2.49222857,4.88102857,5.5,0.020136,0.690377143
Transit,0.048888889,0.32,742.4,2,10.95511932,2.62,3.87466477,4.6,0.033962,0.694677273
Transit,0.003888889,0.33,765.6,2,10.978,2.616,3.875,4.6,0.002712,0.697371429
Transit,0.014166667,0.31,719.2,2,10.94552941,2.55794118,3.784,5.9,0.009271,0.654423529
Eco Transit,0.019166667,0.21,487.2,2,4.02046377,4.508,3.708,5.9,0.007216,0.376486957
Transit,0.006111111,0.35,812,2,8.992,2.565,3.916,4,0.004729,0.773836364
Eco Transit,0.059722222,0.3,696,2,7.42453488,4.52186047,3.69544186,4.4,0.03690133,0.617882735
Eco Transit,0.012222222,0.29,672.8,2,8.843,4.52,3.858,5.9,0.007267,0.594572727
Eco Transit,0.008611111,0.19,440.8,2,4.059,4.676,4.734,3.7,0.002832,0.328877419
Eco Transit,0.26,0.27,626.4,2,8.92828205,4.70951282,3.52089744,3.3,0.149308,0.574261538
Transit,0.041111111,0.35,812,2,9.19513514,4.69081081,4.12062162,4,0.031491,0.765997297
Eco Transit,0.011944444,0.33,765.6,2,8.92448837,4.232,4.21325581,2.8,0.008371,0.700827907
Transit,0.018055556,0.24,556.8,2,10.23993846,4.482,3.64247692,2.8,0.00862,0.477415385
Transit,0.037222222,0.29,672.8,2,9.14544776,4.46077612,3.81356716,2.9,0.021701,0.58301194
Transit,0.032222222,0.34,788.8,2,9.00937931,2.53446552,4.22751724,5.5,0.023362,0.725027586
Fast Transit,0.025,0.29,672.8,2,11.01677778,2.58627778,4.59311111,5.1,0.014874,0.59496
